text,label,novel
"they are backlit, which is nice, and they respond well.",0,0
i love the keyboard and how you can change the color of every individual key,0,0
i really like the keyboard and the track pad.,0,0
it's new and loaded with specs.,0,0
it’s a powerful laptop that can also spin around and turn into a tablet,0,0
the keyboard works well for my needs,0,0
it was really easy to set up and was easy to get loaded and going with the programs we generally use.,0,0
everything runs so well and the design is so sleek,0,0
it is very sleek and the materials and design is very classy.,0,0
"the 14"" screen is installed in a 13"" chassis.",0,0
gs65 can handle most of them and provide smooth gaming experience.,0,0
this is perhaps the best thin & light option out there right now.,0,0
the colors were really beautiful.,0,0
the low bezel screen looks gorgeous and feels solid.,0,0
steelseries engine 3 msi per key rgb keyboard (multi-color back lit keyboard with different colors and lighting options) easy to type,0,0
"the screen is beautiful at 144hz and it seems larger than it is, thanks to the thin bezel.",0,0
i like how windows now gives access to an appstore.,0,0
"it has all sorts of different colors you can pick for the keyboard lighting and alienware logo, which was a nice feature.",0,0
i am able to run games at higher settings and still be able to get good frame rates.,0,0
i'm absolutely loving the touchpad and feel of the keys as i work,0,0
this laptop has pretty thin bezels,0,0
it is light weight and easy to use in your lap for day to day work.,0,0
the look is sleek and impressive.,0,0
the upgraded 1080p screen is well worth buying this version for if you watch videos.,0,0
"it boots quickly, and it runs fast.",0,0
the rgb backlight for the keyboard is very bright. i like it on the lowest of 11 settings that can be controlled with the function keys.,0,0
"the screen is vibrant and colors are vivid, they jump at you and are a pleasure to stare at for hours.",0,0
the eight hour battery life is super,0,0
you have many expansion options with the thunderbolt 3/usb-c port.,0,0
i have been able to download and use the apps i want,0,0
the beautiful touchpad with it's real buttons.,0,0
"high-end specs include great cpu, ample memory, and disk space on ssd.",0,0
"good sound, touch screem and super light",0,0
"computer is thin, light, and beautiful.",0,0
"great build quality, battery life, cooling and performance for the price",0,0
this laptop exceeded my expectations and is definitely worth the price.,0,0
this portable pc is pretty good,0,0
fantastic build quality with a clean cnc aluminium structure and finish.,0,0
it works really fast and provides great pictures,0,0
"the keyboard is responsive, the display is utterly gorgeous",0,0
the touchscreen makes it much easier to navigate,0,0
i love logging in with my fingerprint.,0,0
the keyboard is very comfortable with good travel on the buttons also.,0,0
windows loads up and restats fast because of the ssd.,0,0
here's slight foam padding around the bezel to prevent slamming shut when closing the lid. closes with a soft thump.,0,0
this is light as well.,0,0
"small, lightweight pretty looking and powerful with lots of speed.",0,0
super thin and light weight and plays all the games i play with ease.,0,0
i love this laptop (msi gs65 stealth thin) because of its usability in college/school and it's amazing gaming performance.,0,0
running the latest upcoming windows 10 release it just flies,0,0
everything is solid. i love the screen and love the keyboard.,0,0
it is so light to carry it all the day around.,0,0
"great graphics, thin and fast computer",0,0
very nice little laptop for a very good price.,0,0
i love the customizable keyboard with steel engine series.,0,0
it's beautiful and it plays games well the keyboard has a kind of a shallow input but that can be getting used to,0,0
the speakers are on the bottom of the keyboard but they get very loud.,0,0
the fingerprint security is terrific - works very well.,0,0
this laptop is probably the smoothest and nicest laptop i have worked with in my life.,0,0
the steel series keys are super comfortable to type with and i love the fact that they have a number pad.,0,0
"fast multitasking, it runs games well.",0,0
"i loved how powerful this laptop is and still keep the laptop small, compact and light",0,0
"the keyboard does feel sturdy though and the back lighting is really customizable as are the graphics, fans, and different profiles (battery/performance/etc.)",0,0
the keyboard is perfectly sized and responsive,0,0
"the first thing to like about this laptop is the cpu: the i7-8565u is a four-core, 8 thread design with a base 1.8 ghz base clock, a turbo clock of 4.6 ghz (!), and an 8 mb on-die cache.",0,0
the hinges have just enough flexibility to easily convert from laptop to tablet mode.,0,0
the built in stylus is responsive and sensitive as is the touch screen capacity.,0,0
"the laptop is really thin, and the screen looks wonderful, with crisp bright detailed images.",0,0
thin and light!! amazing power for the portability.,0,0
have been playing a lot of r6 on high graphics hitting 144fps easily with no screen tearing.,0,0
another plus is that when not gaming and doing other tasks on the web the battery has lasted me about 6-8 hours depending on what it is i am doing.,0,0
"screen looks good, touch-pad nice, a full size laptop at this price",0,0
it doesn't overheat the keyboard like other gaming laptops.,0,0
the touchpad is out of this world amazing.,0,0
the display is truly beautiful.,0,0
love the metal stand in back to hold tablet up different levels.,0,0
key travel is decent and the keyboard is sufficient size for all but the meatiest fingers. backlighting is great. there are six rgb zones if you're into that sort of thing too.,0,0
the 512 gb ssd feels fast and speedy.,0,0
"runs great, feels smooth, light weight and slim.",0,0
i was surprised how light it was.,0,0
"the gpu is very powerful for this size, it eat everything i through at it.",0,0
it's very thin and light weight.,0,0
the screen is really incredible and the bezels are so small that it just looks like one whole screen!,0,0
"the computer is an intel core i7, so you know it is going to be fast and powerful",0,0
it comes with a beautiful screen with a higher than average resolution of 1920 x 1080,0,0
i am old fashioned and like typing with a number pad way better than using the upper keys on a keyboard.,0,0
the touchscreen mode works seamlessly,0,0
"product seems very sturdy, and the display is excellent.",0,0
the screen looks amazing and the 144hz is another level of gaming!,0,0
"the display is also beautiful, the colors are very vivid and well claibrated and with dragon center (msi main software) you can easily switch between profiles that met all possible situations you might be in, like gaming, watching movies or just browsing.",0,0
it is so much lighter and more portable,0,0
the speakers are good and will let you hear things well even outside,0,0
"the strengths are it is powerful sleek, stylish but affordable, and the most valuable strength is the support system from msi.",0,0
i really enjoy how beautiful it looks. slim and powerful.,0,0
the build quality is leaps and bounds higher. virtually no deck flex and feels super solid.,0,0
the look is sleek and the lines are crisp,0,0
the system switches to integrated graphics when it can to save battery,0,0
"when i playing game, this laptop provide a beautiful display and good sound quality to me to enjoy",0,0
"you can charge the laptop with a 45 watt usb-c charger, which is a huge bonus if you don't want to carry the small power brick with you everywhere.",0,0
the fans work great at dispersing heat and the where the vents are on the back rather the below or on the side are advantageous to the cooling system and i never ran into heating problems.,0,0
"the gs75 is a very powerful laptop that is surprisingly light weight, it has strong build quality and it look good to be honest.",0,0
"the color schemes are great, and i really like the lightbar.",0,0
the ribbon connector for adding an ssd or hdd in empty bay was provided and it worked when installed.,0,0
the screen looks super nice with brilliant color.,0,0
the hp omen is a very well designed and fast gaming laptop,0,0
everything from speed to portability was as expected and this laptop has run all applications i have tried without any issues.,0,0
"this laptop is pretty solid, carrying it and the charger around to and from class haven't been much of a problem.",0,0
"lighting fast, graphics are pretty good thanks to the 1660ti",0,0
"strong build, only the screen is a little bit too flexible for me but just when you ""play"" with it",0,0
speakers sound decent for a laptop,0,0
key cap feels and response better than i expect.,0,0
the good thing is it is expandable and has a slot for another,0,0
it fairly light weight with a fairly small power adapter.,0,0
battery life is also good enough,0,0
"the laptop boots up quickly, operates great and works without issues of any kind that i can see.",0,0
it has a good angle of vision and you do not se pixels.,0,0
"nice size touch pad with ""real"" buttons and no extra function keys",0,0
having the ability to change fan speed is great because it can help save the computer from damage in the long run.,0,0
"fast, light, and great for gaming.",0,0
"very small and lightweight machine, nearly identical in size to the razer blade advanced",0,0
it is nice that you can help reduce the internal temperature when you are in some really intense games.,0,0
"this is light weight, thin and the overall display is quite nice",0,0
the laptop is very quiet and is a lot thinner than i would have expected for a gaming laptop.,0,0
it's lightweight at a little over 2lbs,0,0
the price for performance here is great.,0,0
this laptop is light,0,0
the screen is fantastic.,0,0
i really like that it's shell is made from metal.,0,0
it can handle any game perhaps not at highest settings but it's well worth the money,0,0
battery life was descent.,0,0
i like the all metal design and the fact that it is under 5lbs.,0,0
resolution looks good whether reading or launching a movie,0,0
"this laptop is the first generation of gaming laptops that has finally fulfilled the promise to achieve thin, light, high quality build, and high performance devices that won't grossly overheat.",0,0
the keyboard and display are great.,0,0
fans do a great job keeping the system cool,0,0
the bluetooth connectivity is nice.,0,0
it has a powerful four-core intel processor,0,0
"computer boots up in about 5 seconds, cold bootup to desktop.",0,0
the machine doesn't get exceptionally warm,0,0
"the computer is very amazing, the colors are bright and it is well built.",0,0
the rgb keyboard is great,0,0
it has a great screen and you can configure things to your liking.,0,0
very convienient to have a physical turbo boost button,0,0
the large trackpad under the keyboard was really unobtrusive and did not impede accurately typing on the keyboard.,0,0
"this one is a good size, well placed with good buttons.",0,0
"the computer boots up instantly and has very little post-startup lag, making the fingerprint reader very nice to have as login time would be the time bottleneck in getting started otherwise.",0,0
ranging from smooth typing keyboard and the unique design of keyboard layout make the functionality stand out compared to other laptops that i have used.,0,0
love the back-lit keyboard in red,0,0
the computer is really thin and that is what i was looking for a gaming computer,0,0
the speakers are noticeably louder and has good quality than typical laptops.,0,0
the touchscreen is every bit as good as any i have ever tried.,0,0
programs run quick and windows takes seconds to boot up,0,0
not only does it make it feel very well made and premium (especially for the cost!) but it also allows chuwi to avoid using fans on this laptop,0,0
i played some overwatch for a bit and i didn't hear the fans spool up or burn my fingertips from the thermal temperature of the cpu.,0,0
"this is a well constructed machine, looks pretty, works fast enough for the use most people needs",0,0
"setup was easy, the typical windows 10 dialogue and lenovo doesn't load down the computer with too much bloatware",0,0
"the lightweight, portability and fast processor makes this a worthy purchase.",0,0
a lack of usb ports on the side may become a problem when i'm at my desk at home,0,0
fully patched and updated with asus' drivers (which also had very bad installers) and still crashed intermittently.,0,0
having the camera on the bottom of the screen - it looks into my stomach instead of my face.,0,0
a little to the downside is that it doesn't come with a lot of ports on the side,0,0
the ac adapter cable is too short,0,0
the downside is the fans are loud.,0,0
"the only downside is the metal for the keyboard it's kinda clunky and cheap, i feel sometimes will break",0,0
"the power cord has the stupid knuckle an inch from the end, positioned to catch the edge of the table when you set the laptop down.",0,0
"the sound is tinny, which is unforgivable considering how huge the speaker grills are",0,0
the sound quality is very bad and does not go very loud,0,0
it can get pretty loud when playing more intense games.,0,0
"the touchpad loses contact with finger very easily, so you're vigorously trying to get the pointer from a to b.",0,0
keyboard are uncomfortably hot to the touch after a few minutes of operating even a game with undemanding graphics,0,0
the 1tb hybrid drive went out with 4 months,0,0
"the led's are a bit bright and hard to look at, and the font used for the keys can be difficult to read at a glance.",0,0
the power prick doesn't work on airplanes,0,0
the port on the right works like usb 2.0 in speed.,0,0
the amount of updates you have to perform is ridiculous it took literally half a day to get everything up and running on the computer.,0,0
the keyboard gets warm and if you accidentally venture above the function row,0,0
it will likely take you several hours of downloading updates before you can start playing with your new toy,0,0
a lot of flashy annoying stickers on the chassis,0,0
the power cord plugs in the laptop behind the monitor so you cannot put it against a wall or on a shelf stand.,0,0
screen scratches easy if you are not careful,0,0
the audio from the speakers would fade away,0,0
it's a bit noisy,0,0
"the keyboard layout is a bit weird, especially the arrow keys",0,0
i’m just worried about how the heating might damage it in the long run.,0,0
"the power brick alone weighs a pound, so all in you’re lugging 8 lbs on your back.",0,0
"runs very hot, you're going to need to download throttlestop app to disable the turbo to keep this in the 50-65 celsius range",0,0
"when in sleep mode, the computer sometimes refuses to power on its screen, meaning you have to restart the entire thing to wake it up.",0,0
"if you're holding down this button, and attempt to move the mouse it will be unresponsive initially.",0,0
the fans are always up in speed,0,0
"battery life is excellent if and only if you change power mode to ""battery saver"".",0,0
vega support is not there or is hard to setup,0,0
one of the fans has decided to start screeching due to being misaligned from wear and the laptop is unusable.,0,0
i get a device that doesn’t allow me to use g-sync i did all kind of updates and factory reset but this is how i got the device.,0,0
occasionally have issues getting the wifi to connect.,0,0
"the fan also blasts much louder than any other laptop i’ve used, even with just a browser and a few tabs open, and it gets pretty hot.",0,0
"from my point of view, hacking and stealing will continue with the biometric security system",0,0
the wi-fi will lose internet connection for no reason.,0,0
the battery never seems to reach 100%,0,0
fps drops randomly when playing league,0,0
"while gaming, my machine's cpu averaged 90 degrees celsius which is way too hot in my opinion.",0,0
it was emitting a loud ringing noise,0,0
"when i open the game, you can hear a little electricity noise.",0,0
the power button led is blaring super bright red,0,0
"screen is very shiny with bad glare, and also a finger print magnet.",0,0
"they've put the power brick at the end of the cord, so it takes up a lot of space on a power strip",0,0
the startup sound is really unnecessary and annoying.,0,0
software-preload came in an abysmal state,0,0
"a wobbly scree-view that has the image ""dancing"" at the slightest touch",0,0
at times the fans get a little loud,0,0
"the 6th month comes around, the screen just loves to black out frequently.",0,0
"when i would right click, if you just glanced the keyboard at all, the whatever menu you had up would close.",0,0
"the fan will constantly make this rattling sound that isn't drowned out by earbuds, headphones, or even noise cancelling headphones.",0,0
suffering from random fps drops and this kills your gaming experience.,0,0
it has a pretty minimal battery life,0,0
fans can be a bit on the louder side,0,0
an annoying tiny green pixel dot on the screen,0,0
the ac adapter is way too short,0,0
speakers are on the low end,0,0
outer surface of the computer attracts finger prints :(,0,0
it has had these random freezes for a long time now and i haven't been able to find the cause or any pattern to when they will happen,0,0
the laptop stays a little warm,0,0
the space bar is sunken in on the right side and works only half the time when pressed with the left thumb while touch typing.,0,0
"an integrated gpu is a great deal slower than a dedicated gpu when it comes to video editing, gaming, and other graphics-intensive tasks",0,0
"the aws & d keys are white, which looks so tacky",0,0
the fans get very loud when playing games.,0,0
the power port location was a bit awkward since it was on the right side in the middle,0,0
"the led light under the key is working, but the key itself is not responding.",0,0
i found that it doesn't support 5g wifi.,0,0
the keyboard color scheme changer was a bit tricky to set up,0,0
"once it crashed and blue screened on me when i afk (i was doing nothing with it, literally nothing) with the above error code.",0,0
the mouse is sometimes a bit finicky especially with games,0,0
there is a very annoying buzzing sound like one you'd hear during an aol connection or something .,0,0
after all was said and done i got the blue screen 3 times,0,0
the space bar has the same sunken in and lack of responsiveness on the left side too,0,0
two important keys are not working,0,0
this replacement unit has way more backlight bleeding than the previous one,0,0
the ssd is reporting errors,0,0
"i don't know if the noise, the sometimes performance lag, or the quality of the material it is built with.",0,0
computer gets very hot which causes loud fans,0,0
it is lightyears harder than your standard ssd install on a laptop.,0,0
the only shortcoming is the lack of a ssd in the base configuration,0,0
the computer gets ridiculously hot and the fans will spin up like a jet engine even when just the browser is running.,0,0
the main problem i found with the laptop is that it heats up very quickly,0,0
don't plan on getting too crazy with the 3d gaming,0,0
it took awhile for me to get use to the touchscreen,0,0
only nuisance is that the right shift key is placed outside of the arrow keys.,0,0
"the enter, windows, and function keys only work about 10% of the time",0,0
the thing is bouncing off 98c,0,0
my machine isn't even displaying my rtx 2060 in device manager,0,0
temperatures are reaching 97c on cpu and 81c on gpu,0,0
the touchpad and fingerprint reader is very sensitive sometimes it will cause mis-typing,0,0
"the power prick use non stranded connection, so you can't use usb to charger it.",0,0
great laptop but no backlit key board as advertised,0,0
it can be a little loud when the gpu kicks in,0,0
"keyboard key location feel a bit off, need some time to get used to",0,0
"track pad was flaky and sometimes completely unresponsive for 3-10 seconds, and then work again for a short period of time before becoming unresponsive again.",0,0
the slow response rate was noticeable,0,0
i found myself often pressing it by accident when i meant to press the delete key which is right next to it and of a similar size.,0,0
my laptop cant connect to internet,0,0
soon after the laptop stopped recognizing my password.,0,0
if hulu was streaming and i opened photoshop the computer speakers would spaz and it would freeze and have to be shut down or would restart itself.,0,0
anything intensive will see much worse battery life,0,0
i don't especially like is the placement of the power button on the keyboard as if it was just another key.,0,0
keyboard feels a little flimsy when typing,0,0
the laptop does become extremely loud when gaming and very hot,0,0
"after ~2 months, i noticed a fan rattling noise when placing laptop horizontally on the desk.",0,0
"the battery life is pretty ""meh"" a few hours at best",0,0
the touchscreen is bit slow sometime,0,0
the battery life is somewhat poor even during normal work,0,0
the speakers are pretty weak. i wish they were louder and had more bass presence.,0,0
my new laptop arrived with a noticeable bend in the scree,0,0
the fan was initially startling loud,0,0
resting palms on it will definitely leave prints,0,0
gs65 doesn't feel as solid and i would have expected a little more after shelling out $2000 for this thing.,0,0
very loud fan noise when it becomes heated.,0,0
gpu is dead and not being recognized a month after purchase.,0,0
the keyboard attachment through me thought it was a real keyboard turns out to be one of thoses cheap flimsy ones,0,0
steel series keyboard lighting control is a bit glitching when swapping between games & desktop mode,0,0
ssd size was a bit small at 256gb,0,0
the two gpu fans kicks in when a game loads up and this thing comes alive.,0,0
the speaker grills can easily be dented.,0,0
the usb's weren't in a very intuitive position,0,0
the finish on the plastic in the inside shows fingerprints rather easily,0,0
run finger on the edges especially near the track pad it has flex and makes a clicking sound.,0,0
i only have one negative thing to say so far and that is that it is a fingerprint magnet.,0,0
a bunch of dead pixels in the center of the screen about four inches from the left,0,0
i don't love that it's centered on the machine,0,0
"short battery life, only lasts around 1 and a half hours even in balanced mode.",0,0
the speaker suddenly cracked and made a horrible loud snap and static noise,0,0
"it is not quite as portable as i had hoped, and in order to keep the battery life long, you have to turn down performance, which is a bummer",0,0
"the body is flimsy, if you pick the laptop up with one hand at a corner, it will warp a bit.",0,0
the battery life sucks,0,0
the ssd is reletively small in capacity,0,0
the graphics card decided to disconnect itself from the computer.,0,0
lots of backlight bleed at the bottom if brightness is above 60%,0,0
the fingerprint scanner didn’t read until after a few attempts.,0,0
it does tend to get hot in the lap and the fan can be loud even at a moderate speed.,0,0
the keyboard deck is flimsy and cheap,0,0
the usb adapter which is not working.,0,0
the unit does get a little hot when running heaver tasks but the thermals are laid out,0,0
the touchpad has a mind of its own,0,0
the cpu fan started wearing down and now makes a buzzing noise,0,0
keyboard backlight is too low,0,0
it wont recognize a 1tb m.2 drive at all,0,0
finger does not glide smoothly on the screen.,0,0
comes with lots of bloatware,0,0
i found the usage of this keyboard uncomfortable enough to return,0,0
apu will thermal throttle under max load,0,0
"i’m terms of fans, the laptop is the loudest i’ve heard",0,0
notice the mouse pad has a few issue dragging in the top right and lower left corners,0,0
battery life is not quite what was promised.,0,0
very flimsy body,0,0
when playing games (and sometimes just randomly) the fans whir up really loud for the extent of the game,0,0
the hinges don't leave me confident in the durability either.,0,0
the battery is defective as usual,0,0
"i have had blue screens for the graphics drivers, issues with the screen repeatedly going black as it switches between gpus, and constant reminders for audio driver updates.",0,0
i noticed a bit of coil whine,0,0
the track pad isn't great. sometimes it's weirdly sensitive and mistakes a scroll for a click. other times scrolling is difficult,0,0
started crashing randomly turning black screen and forcing me to press the battery reset bottom on the bottom of the laptop.,0,0
the asus was dim in comparison and colors were not saturated.,0,0
some units have more backlight bleed,0,0
"when gaming, fan noise is very loud so i turned it to silence mode, which caused “your pc ran into a problem and need to restart”",0,0
dragon center seems to cause some issues in the system regarding power settings as well as cpu control.,0,0
doesn't come with windows 10 64bit cd key.,0,0
one of the rgb lights where the fans are not lighting up,0,0
"it gets pretty noisy when the fan kicks in, but heat kills computers so you have to live with a certain amount of it.",0,0
the programs crashed while loading and most importantly and offensively the computer lagged out on a game that has hardly any demand!!!,0,0
it runs very hot. i even bought a cooling pad but that helps miminal.,0,0
"gap near web cam left size is bigger than the right side, mouse in certain parts looks lower",0,0
the delete key is not over the backspace key it's over 1 key,0,0
it's not very portable for a laptop,0,0
armoury crate software took a few minutes to get acclimated with to adjust the lighting effects and color for the rgb keyboard.,0,0
"the laptop got painfully hot, and worst of all the lag.",0,0
seems to be made of a cheaper material,0,0
the light bleed at the top corners of the screen is a little too much,0,0
finger print reader is terrible,0,0
i put it in my backpack with the power brick and its heavy.,0,0
windows key broke within the first week!,0,0
the stylus has also turned itself off a few times randomly in the middle of using it.,0,0
after ~3 days of use the coil whine just got worse and worse.,0,0
"there is no back light on the keyboard, which is misleading and so frustrating.",0,0
it came to me with 1 stuck pixel that over the past couple days has turned into 4.,0,0
build quality is mediocre.,0,0
trackpad isn’t the best feeling.,0,0
the sound is tinny and terrible.,0,0
the font on the keys is a bit odd,0,0
the fan is chattering so loudly that it's become an issue just being obnoxious broken sounds,0,0
this laptop comes preloaded with a lot of stuff.,0,0
the fans are running for no apparent reason. they are tremendously loud and in fact they've been running since i turned on the computer 5 minutes ago.,0,0
"i can hear the fan, as well, which some people may find annoying.",0,0
no full size keyboard,0,0
the placement of the delete key is terrible. it’s above the numbers pad centered????,0,0
the only thing missing is touchscreen capability,0,0
the font of the keyboard is wierd and gamer like but a normal person can hardly tell what the letters are the font is so far off normal,0,0
i was unable to adjust the backlighting on the steelseries keyboard before updating the steelseries engine 3 software several times,0,0
it came with an illegal edition of what was represented.,0,0
only offering a 512 gb m.2 drive option,0,0
"the case does creek a little bit, and the battery life is nothing to praise",0,0
"runs hot, sound is garbled from time to time, slow (no apps installed, just working within gmail), and heard me (cortana) about 50% of the time.",0,0
the power button is a little bit too easy to press,0,0
the keyboard is confusing,0,0
past few weeks it seems a new key on the keyboard stops functioning,0,0
"i do not know how one day i start listening to music with the laptop speakers to the maximum and a noise is heard on the right side, immediately i disassemble the laptop to see what it has and i get the surprise that a pad is missing.",0,0
"when the fans kick on full blast, wow it is loud.",0,0
after first windows update be prepared for armoury crate to fail.,0,0
it got so hot that the charger port melted.,0,0
s pen is hard to open,0,0
"the screen is very flimsy, needs very careful handling",0,0
battery life is an issue if you plan on playing it unplugged,0,0
"the touch mouse pad is decent, although it tends to do something other than what i intended it to do.",0,0
display colors are a bit dull and washed out.,0,0
the screen is very pixelated (outdated) for normal everyday laptop use,0,0
there were no setup or operating procedures in the box.,0,0
"there was a noticeable .5 second-ish lag every time it switched, which was often.",0,0
i found the keyboard very uncomfortable for gaming,0,0
webcam light is brighter than most and becomes annoying after a while,0,0
the battery goes pretty quickly,0,0
it was a soft click when the fans were ramping down in speed but it eventually turned into an annoying hum when gaming.,0,0
"no mdp, which is strange, because my gs65 has a mdp, and many of my friends have mdp to dp cable for external g-sync monitor.",0,0
i don’t love that the power connection is on the side of the device.,0,0
the laptop screen frame and lcd hinge broke under light use after only 1 year and 4 months.,0,0
motherboard it isn't an easy task for new or inexperienced owners,0,0
after having it for about a week the fingerprint sensor does not activate leaving me to use my password to log on.,0,0
audio is adequate and monitor resolution not that sharp,0,0
the fans started really kicking up.,0,0
"the mousepad frequently stops responding/working, which is super annoying.",0,0
the touch screen is great but some sites require a cursor.,0,0
quite a bit of bloatware included,0,0
the area underneath the screen is severely bowed and warped,0,0
it could have problems with motherboard or ssd,0,0
the screen lacked contrast and had glare.,0,0
backlight bled up from the bezel,0,0
the wireless card also has connection issues when the driver updates to the newest version which will prevent you from connecting to any network.,0,0
this laptop would begin the same test at 50 and drop down into the low teens for wifi connection.,0,0
"after using the touch screen for severalonutes, the cursor is not available and computer has to be restarted for it to work again.",0,0
my led keyboard has malfunctioned multiple times and the rog gaming center is just all over the place.,0,0
the display is not as bright as the previous acer laptop that i own,0,0
several keys allow a very limited amount of light through so f1-f12 buttons are not actually visible with the illumination.,0,0
the back-lighting on the keyboard was not working.,0,0
arrived with a dent in one speaker and bad backlight bleed in one spot at the bottom of the screen.,0,0
"the laptop does heat up very quickly when playing games, and the fans can be loud",0,0
"the font used for key labels is weirdly futuristic, and at the cost of legibility.",0,0
hinges on the computer look thin.,0,0
it is a little on the heavy side for carrying around,0,0
"i used the nvidia optimized selections, the game didn't run fast",0,0
"not all of the body feels so solid, especially around the edges",0,0
"but expect fatigue if you are trying to type reports, essays, articles, or a novel.",0,0
"never got hd audio working with linux, no sound from hdmi or display port",0,0
the anodized brushed aluminum case is a bit of a fingerprint magnet.,0,0
there is also a small pin light near the power button that seems to be aimed right in my eyes when the laptop is on,0,0
the battery can run a little short at only about 3 hours,0,0
the speakers occasionally don't work without headphones unless i shutdown and restart.,0,0
a small scuff found on the top corner,0,0
"frequently ""hover-clicks"" when just passing over links even quickly.",0,0
"some months ago, the fan speed started to behave like crazy",0,0
"the icon @ is misplaced for this """,0,0
first one i received the laptop battery didn’t work properly,0,0
battery drains fast,0,0
i've run some simpler programs that were met with loud-ish cooling efforts,0,0
"some of the keys are printed in a nonstandard way. they are flipped with the question mark under the slash, etc.",0,0
its fan makes loud hissing sound whenever something goes on,0,0
"it feels loose and hollow, therefore it is very noisy, even with the slightest touch",0,0
the fans get quite loud at load,0,0
"the terrible usb port locations. 2 ports on the mouse side, directly in the middle, and then just one usb on the left side",0,0
the screen feels a bit plasticky to the touch,0,0
cpu overheating to 103°c while gaming (amd states max is 105°c),0,0
the only shortcoming is the lack of a ssd in the base configuration,0,0
"runs hot, sound is garbled from time to time, slow",0,0
speaker volume is very low,0,0
computer froze and made a loud constant noise so i shut it down manually.,0,0
it wont recognize a 1tb m.2 drive at all.,0,0
the one sold here in amazon does not come with this numberpad feature,0,0
the fans get pretty loud when playing high graphic games like black desert.,0,0
it does get the computer pretty hot,0,0
my laptop came in with a broken mouse pad.,0,0
the device is a bit slow.,0,0
when gaming i did notice this laptop gets hot,0,0
i realized this machine gets super hot when playing games,0,0
the fan runs loud and often.,0,0
"battery life is poor, as to be expected from a laptop of this nature",0,0
battery is suck !!!,0,0
it makes of really high pitch sound,0,0
the camo design is also super cheesy the fake carbon fiber too.,0,0
the battery life was terrible,0,0
there is no fingerprint reader on this device,0,0
when i close the screen it doesnt sit flush on the chassis.,0,0
i have had some issues with the software it brings (multiple reset requests when updating).,0,0
there are stains on the keyboard that is fused into the plastic.,0,0
usb connectors are not deep enough,0,0
it doesn't support thunderbolt 3.,0,0
it crashes all the time.,0,0
i received numerous discolored vertical lines in a two inch slice of the screen,0,0
it didn't seem that the speaker volume was as loud as i have heard on some laptops in the past,0,0
the main cpu fan will fail,0,0
"sound out of the speakers are tinny, low, and lack bass.",0,0
it's annoying that i couldn't find it through the windows app store.,0,0
windows license is not activated,0,0
the space bar is sunken in on the right side and works only half the time when pressed with the left thumb while touch typing,0,0
speakers lack substantial volume.,0,0
within the first week i had issues with the touchscreen where it wouldn't work,0,0
there is a lot of bloatware that this machine comes with,0,0
it come with defective screen and a dead pixel and light bleed,0,0
this laptop will overheat while playing world of warcraft.,0,0
keyboard is clearly the worst design i have ever seen.,0,0
the touchpad is very fussy about where you press it to get a left click or a right-click.,0,0
w10 is clunky with the mode shift.,0,0
it does get pretty hot though when gaming so i am not sure of it’s longevity.,0,0
screen is always flickering blank idk why.,0,0
the keyboard's keys are slightly depressed to where they don't actually touch the surface of whatever the unit is resting on but it still feels wrong!,0,0
the font of the keys looks like the 2002 spider-man movie font,0,0
the computer has an ai widget that continuously opens up and runs despite me closing it down,0,0
the laptop connected to a power source in order to run at a good frame rate for most games!,0,0
it feels a little flimsy,0,0
"the computer looks pretty but while the keyboard does light up, the space bar does not.",0,0
gets fairly hot with gaming and battery life is not great,0,0
the keyboard has a wee bit of 'give',0,0
"while the metal case looks good, it is extremely easily damaged.",0,0
the keyboard is a little flimsy,0,0
little heavy not sure if i have a screen protector that would be a bummer afraid to to take off temporary.,0,0
the paint could get scratched easily,0,0
i got the blue screen of death,0,0
i do think it is a bit limited on the overall number of ports--everything is on the left side aside from the headphone jack,0,0
"the computer is also heavier than my old computer which is weird because according to what is on here, it should be lighter.",0,0
coil whine is still present even after a month of testing.,0,0
the keyboard gets warm,0,0
the keyboard font is goofy and the track pad buttons feel old school,0,0
the laptop creaks when i pick it up,0,0
one of the speaker has blown and made this horrible buzz.,0,0
thin-and-light laptops are usually too thin for these ports.,0,0
screen appears very dim after a while,0,0
"for realistic use, i'm stuck on 2.4ghz when i need to use wifi.",0,0
i am pretty sure that this thing is actually a fingerprint magnet.,0,0
"drivers don't work, devices fall apart, my computer needs to be removed from my back with a hoodie as an oven mitt because i never know when it will wake from sleep on its own.",0,0
it is clearly a driver incompatibility problem with win 10.,0,0
the fans are quite noticeable when it's not idling.,0,0
"the battery life is pretty bad, i usually get around 4-6 hours, depending on my usage.",0,0
the right side of the trackpad makes a slight squeaking sound when i place my pamp on to type,0,0
this laptop is pricey,0,0
the material is too much of a finger print magnet; frequent marks visible on the palm rests and behind the display panel.,0,0
the camera is a little dissapointing given the current technologies.,0,0
i have gotten was the screen bleeding once screen is dark.,0,0
i don't like is the 2-pound charger!,0,0
the labels on the keyboard wont come off and will ruin the whole laptop usage as your hands will stick and it wont come off.,0,0
touchpad doesn't turn off with bluetooth mouse,0,0
the cover which is a brushed rubber/plastic seems to scratch easily.,0,0
"the glass trackpad tends to stick on the bottom left and right corners, making a kind of friction sound",0,0
"i've had with it were the fn, alt, win, and enter keys failing",0,0
the fingerprint sensor took a while to calibrate,0,0
trackpad is loose and rattles when touching.,0,0
